property_id,district,latitude,longitude,area_sqft,property_type,location_type,bhk_type,age_of_property,price_per_sqft,total_price,road_access,utilities_available,water_supply,electricity,ownership_type,transaction_type,legal_status,amenities,days_on_market,seller_type,demand_score,location_score,price_trend,roi_percentage,investment_potential,date_listed
PROP016143,Jaipur,26.930256,75.879448,50055.36,Residential Plot,Urban,5+ BHK,0,5030.76,269525967.6,Yes,Yes,Yes,Yes,Co-op,Sell,Clear,Electricity,77,NRI,90.08,93.75,Increasing,23.84,High,2026-07-07
PROP016144,Kochi,10.048921,76.369684,113328.08,Development Land,Semi-Urban,NA,29,2829.92,331394255.18,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,92,NRI,61.17,62.5,Increasing,6.93,Medium,2026-06-22
PROP016145,Mumbai,19.294915,72.990427,67155.51,Warehouse,Industrial Hub,NA,24,1643.07,116117243.03,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Water Supply, Security",79,Bank,35.03,65.0,Stable,1.89,Low,2026-07-05
PROP016146,Tirupur,11.019526,77.320395,2860.78,Residential Plot,Urban,4 BHK,17,2329.86,7111435.97,Yes,Yes,Yes,Yes,Co-op,Sell,Mortgaged,Electricity,92,Real Estate Agent,70.01,75.0,Stable,-1.69,Low,2026-06-22
PROP016147,Mysore,12.227965,76.60093,60072.24,Development Land,Semi-Urban,NA,12,2461.13,149222794.37,No,No,Yes,Yes,Leasehold,Rent,Clear,Basic,116,Builder,71.83,50.0,Stable,3.44,Low,2026-05-29
PROP016148,Vadodara,22.320419,73.112217,2490.27,Retail Space,Commercial,NA,3,9304.52,24554573.14,Yes,Yes,No,Yes,Freehold,Buy,Clear,Parking,143,Real Estate Agent,80.34,80.0,Stable,5.36,Medium,2026-05-02
PROP016149,Vadodara,22.315565,73.217199,41642.39,Development Land,Rural,NA,8,1102.49,31565725.32,Yes,No,Yes,No,Leasehold,Lease,Disputed,Basic,78,Bank,54.12,20.0,Decreasing,-4.81,Low,2026-07-06
PROP016150,Vellore,13.033244,79.239004,23851.42,Office Space,Commercial,NA,19,4852.64,104871064.93,No,No,No,No,Leasehold,Rent,Clear,"WiFi, Parking",72,Bank,55.64,80.0,Increasing,10.29,Low,2026-07-12
PROP016151,Delhi,28.736431,77.136247,16000.87,Office Space,Commercial,NA,0,20000.0,309313089.24,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"WiFi, Parking, Security",91,Real Estate Agent,90.8,100.0,Increasing,19.67,High,2026-06-23
PROP016152,Pune,18.483916,73.898777,149719.45,Warehouse,Industrial Hub,NA,0,1664.83,269727128.88,Yes,No,Yes,Yes,Leasehold,Rent,Clear,"Electricity, Security",150,Bank,57.98,65.0,Stable,5.49,Low,2026-04-25
PROP016153,Delhi,28.688123,77.100647,73329.17,Mixed-Use Property,Urban,NA,11,12864.31,1025079814.72,No,Yes,Yes,Yes,Leasehold,Rent,Clear,Basic,37,Builder,56.5,100.0,Increasing,16.36,Low,2026-08-16
PROP016154,Indore,22.710163,75.835844,482116.97,Land Bank,Semi-Urban,NA,0,1794.16,910805984.23,No,No,Yes,No,Leasehold,Buy,Clear,Basic,77,Bank,46.1,50.0,Stable,13.21,Low,2026-07-07
PROP016155,Mysore,12.384047,76.763223,24406.59,Office Space,Commercial,NA,4,12168.07,271485006.13,No,Yes,No,Yes,Leasehold,Buy,Clear,Security,15,Real Estate Agent,66.83,80.0,Increasing,18.0,Medium,2026-09-07
PROP016156,Kolkata,22.400408,88.432883,65688.54,Farm House,Rural,3 BHK,0,1827.83,127299438.42,Yes,No,No,No,Freehold,Rent,Clear,"Security, Garden, Water Supply",174,Individual,24.05,25.0,Decreasing,2.42,Low,2026-04-01
PROP016157,Vellore,12.906069,79.122509,10704.62,Commercial Space,Commercial,NA,26,2343.5,26708857.18,Yes,No,Yes,Yes,Freehold,Sell,Clear,WiFi,84,Real Estate Agent,49.31,80.0,Increasing,2.21,Low,2026-06-30
PROP016158,Tirunelveli,8.70304,77.697375,199693.11,Warehouse,Industrial Hub,NA,29,209.47,39499062.25,Yes,Yes,Yes,No,Freehold,Buy,Clear,Electricity,69,Individual,51.23,50.0,Increasing,3.58,Low,2026-07-15
PROP016159,Indore,22.738568,75.806592,41398.41,Residential House,Rural,1 BHK,25,947.18,41719097.31,No,No,No,Yes,Freehold,Buy,Clear,"Electricity, Gym, Park",103,NRI,98.02,20.0,Increasing,8.15,Medium,2026-06-11
PROP016160,Delhi,28.463083,77.388872,8847.89,Residential House,Urban,3 BHK,0,17000.62,138031021.24,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,"Parking, Electricity, Gym, Water Supply, Park, Swimming Pool",84,NRI,77.22,100.0,Increasing,17.07,High,2026-06-30
PROP016161,Surat,21.22051,72.971211,186204.76,Agricultural Land,Rural,NA,12,320.27,53836328.95,Yes,No,No,Yes,Leasehold,Rent,Clear,Water Supply,72,Bank,34.37,25.0,Stable,3.46,Low,2026-07-12
PROP016162,Chennai,13.026888,80.251046,43007.79,Farm House,Urban,3 BHK,16,3630.16,146360546.45,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Security,18,Bank,41.98,93.75,Increasing,7.01,Low,2026-09-04
PROP016163,Delhi,28.788086,77.379685,98411.58,Development Land,Rural,NA,0,2887.58,297081270.16,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,214,Individual,56.67,32.5,Decreasing,1.71,Low,2026-02-20
PROP016164,Ahmedabad,23.065057,72.461985,361454.86,Industrial Plot,Industrial Hub,NA,0,2616.63,899457997.36,Yes,No,Yes,No,Leasehold,Sell,Clear,"Electricity, Water Supply",23,Real Estate Agent,60.83,50.0,Increasing,19.77,Medium,2026-08-30
PROP016165,Mysore,12.379139,76.636613,11563.42,Warehouse,Industrial Hub,NA,0,953.31,10101905.12,No,Yes,Yes,Yes,Leasehold,Buy,Clear,"Electricity, Security",244,Real Estate Agent,37.16,40.0,Decreasing,-1.82,Low,2026-01-21
PROP016166,Mumbai,19.288517,72.955718,22196.8,Farm House,Urban,4 BHK,0,16949.83,368360526.03,Yes,Yes,Yes,Yes,Co-op,Buy,Clear,"Garden, Water Supply, Parking",13,NRI,29.74,100.0,Increasing,19.45,Low,2026-09-09
PROP016167,Mysore,12.300006,76.643295,60656.95,Residential Plot,Semi-Urban,2 BHK,0,2569.08,151572330.92,Yes,No,No,No,Freehold,Rent,Clear,"Road Access, Electricity",174,Builder,65.38,50.0,Decreasing,3.55,Low,2026-04-01
PROP016168,Tirunelveli,8.74017,77.720627,127106.58,Commercial Plot,Urban,NA,0,3280.7,402155486.5,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Parking, Road Access",80,Real Estate Agent,48.57,93.75,Stable,12.47,Low,2026-07-04
PROP016169,Mysore,12.286235,76.6194,103964.0,Mixed-Use Property,Urban,NA,20,4487.21,442167614.51,Yes,Yes,No,Yes,Freehold,Sell,Clear,Basic,18,Individual,51.28,75.0,Stable,1.21,Low,2026-09-04
PROP016170,Kolkata,22.661439,88.319819,36915.57,Residential House,Urban,4 BHK,0,8881.19,300869822.81,Yes,No,Yes,Yes,Freehold,Sell,Clear,"Security, Electricity, Water Supply, Park, Gym, Parking",87,Real Estate Agent,100.0,93.75,Increasing,21.45,High,2026-06-27
PROP016171,Chennai,13.100238,80.323922,14004.63,Retail Space,Commercial,NA,0,19515.36,291746853.54,No,Yes,No,Yes,Freehold,Sell,Clear,Security,56,Real Estate Agent,74.23,100.0,Stable,11.06,Medium,2026-07-28
PROP016172,Vadodara,22.387174,73.132637,78559.89,Development Land,Semi-Urban,NA,9,2796.4,206462080.94,Yes,No,Yes,Yes,Leasehold,Buy,Clear,Basic,99,Builder,72.47,50.0,Stable,1.99,Low,2026-06-15
PROP016173,Jaipur,26.911299,75.820308,15078.49,Commercial Plot,Urban,NA,11,7582.97,109687105.95,Yes,Yes,Yes,Yes,Co-op,Buy,Clear,"Parking, Electricity",64,Individual,79.24,93.75,Increasing,10.78,Medium,2026-07-20
PROP016174,Mangalore,12.818521,74.722595,22762.55,Residential Plot,Semi-Urban,5+ BHK,1,3616.08,87630920.59,Yes,No,Yes,Yes,Leasehold,Sell,Clear,"Water Supply, Electricity",96,Bank,94.33,50.0,Increasing,20.69,High,2026-06-18
PROP016175,Jaipur,26.809726,75.724724,10070.82,Residential House,Urban,5+ BHK,9,6912.05,65702464.95,No,Yes,Yes,Yes,Freehold,Lease,Clear,"Swimming Pool, Security, Parking, Park",129,NRI,70.71,93.75,Stable,4.25,Low,2026-05-16
PROP016176,Gurgaon,28.455047,77.099308,29107.85,Commercial Space,Commercial,NA,0,20000.0,547549296.89,Yes,Yes,No,Yes,Freehold,Rent,Clear,"Security, Parking, Elevator",84,Builder,63.32,100.0,Increasing,17.96,Medium,2026-06-30
PROP016177,Mysore,12.369759,76.755023,13840.02,Retail Space,Commercial,NA,27,4092.0,61261315.33,No,Yes,No,No,Freehold,Buy,Clear,"Security, Signage",63,Individual,46.95,80.0,Increasing,3.32,Low,2026-07-21
PROP016178,Madurai,9.812071,78.141049,38766.44,Commercial Space,Commercial,NA,0,5385.35,222601212.09,No,Yes,Yes,Yes,Freehold,Sell,Clear,"Security, WiFi",42,NRI,67.11,80.0,Increasing,14.1,Medium,2026-08-11
PROP016179,Visakhapatnam,17.635721,83.147838,479576.57,Industrial Plot,Industrial Hub,NA,17,1270.94,554380451.11,Yes,No,No,Yes,Freehold,Sell,Clear,Water Supply,155,Builder,61.91,40.0,Stable,0.19,Low,2026-04-20
PROP016180,Surat,21.250731,72.895996,17567.77,Office Space,Commercial,NA,4,12961.41,205836922.03,No,No,Yes,No,Co-op,Buy,Clear,WiFi,65,Builder,92.24,100.0,Increasing,20.5,High,2026-07-19
PROP016181,Pune,18.332332,73.821754,16006.14,Retail Space,Commercial,NA,0,20000.0,290836624.87,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,"Security, Signage",11,Individual,57.47,100.0,Stable,7.72,Low,2026-09-11
PROP016182,Surat,21.144288,72.965292,185993.13,Agricultural Land,Rural,NA,9,314.03,58384955.59,Yes,Yes,No,Yes,Leasehold,Sell,Clear,Water Supply,213,Bank,25.13,25.0,Decreasing,-7.75,Low,2026-02-21
PROP016183,Vadodara,22.335507,73.110324,164109.88,Commercial Plot,Semi-Urban,NA,28,2037.43,307430247.96,Yes,Yes,Yes,No,Freehold,Buy,Clear,"Electricity, Road Access",126,Real Estate Agent,80.88,50.0,Stable,-0.03,Low,2026-05-19
PROP016184,Visakhapatnam,17.770106,83.297924,31429.29,Farm House,Semi-Urban,2 BHK,10,2283.77,78371275.62,Yes,No,No,Yes,Co-op,Sell,Clear,"Parking, Water Supply",244,Builder,28.77,50.0,Decreasing,-5.16,Low,2026-01-21
PROP016185,Gurgaon,28.483194,77.084002,50800.1,Residential Plot,Urban,2 BHK,22,6683.8,315968872.02,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Electricity,121,Bank,52.87,100.0,Stable,1.5,Low,2026-05-24
PROP016186,Salem,11.430321,78.110619,58403.67,Farm House,Semi-Urban,3 BHK,9,1297.36,77141380.95,Yes,Yes,Yes,No,Freehold,Sell,Clear,"Parking, Water Supply",247,Builder,43.36,50.0,Decreasing,-1.83,Low,2026-01-18
PROP016187,Lucknow,26.825235,80.991649,146391.66,Warehouse,Industrial Hub,NA,24,509.85,68835304.8,No,Yes,Yes,Yes,Freehold,Sell,Clear,Security,81,Real Estate Agent,36.71,40.0,Increasing,8.07,Low,2026-07-03
PROP016188,Vellore,12.987538,79.216587,121412.15,Warehouse,Industrial Hub,NA,21,302.98,18351030.18,Yes,Yes,Yes,Yes,Leasehold,Rent,Under Litigation,Electricity,14,Bank,48.0,40.0,Stable,2.5,Low,2026-09-08
PROP016189,Bangalore,13.171646,77.597672,17150.27,Retail Space,Commercial,NA,24,15610.54,240558119.28,Yes,Yes,No,Yes,Leasehold,Buy,Mortgaged,"Parking, Signage",138,Individual,60.99,100.0,Stable,-2.6,Low,2026-05-07
PROP016190,Tirunelveli,8.782975,77.724525,47832.17,Residential House,Semi-Urban,4 BHK,0,1539.81,79499938.79,Yes,No,No,No,Freehold,Sell,Clear,"Swimming Pool, Water Supply, Gym, Parking, Security",80,Builder,83.66,62.5,Increasing,16.02,High,2026-07-04
PROP016191,Gurgaon,28.420327,77.045739,76645.63,Residential Plot,Urban,1 BHK,21,8516.23,312612858.18,Yes,Yes,Yes,Yes,Co-op,Buy,Under Litigation,"Road Access, Electricity",6,Real Estate Agent,69.82,100.0,Increasing,5.82,Medium,2026-09-16
PROP016192,Tirunelveli,8.791299,77.656309,46323.6,Residential House,Semi-Urban,1 BHK,17,1367.67,46483972.34,Yes,No,No,Yes,Freehold,Sell,Disputed,"Electricity, Swimming Pool",40,Real Estate Agent,100.0,62.5,Stable,4.13,Low,2026-08-13
PROP016193,Tirupur,11.052438,77.344146,25924.95,Industrial Space,Industrial Hub,NA,14,766.44,20001751.4,Yes,No,Yes,Yes,Leasehold,Buy,Clear,Basic,87,Bank,68.99,40.0,Increasing,14.02,Medium,2026-06-27
PROP016194,Madurai,10.043014,78.197901,124979.08,Industrial Plot,Industrial Hub,NA,25,453.16,44595500.48,No,Yes,Yes,Yes,Freehold,Buy,Disputed,Road Access,262,Builder,71.57,40.0,Decreasing,-16.04,Low,2026-01-03
PROP016195,Surat,21.254359,72.710865,24359.58,Residential House,Urban,3 BHK,15,5647.4,134017338.19,Yes,Yes,Yes,Yes,Freehold,Lease,Clear,"Parking, Water Supply, Electricity, Park, Swimming Pool, Security",99,Individual,100.0,93.75,Increasing,17.12,High,2026-06-15
PROP016196,Surat,21.210302,72.917938,18087.68,Commercial Plot,Semi-Urban,NA,0,6352.47,79536997.71,No,Yes,Yes,No,Freehold,Sell,Disputed,Electricity,10,Builder,58.99,62.5,Stable,5.61,Low,2026-09-12
PROP016197,Vellore,13.015387,79.124251,17641.01,Warehouse,Industrial Hub,NA,26,285.7,4915069.28,Yes,No,Yes,No,Leasehold,Sell,Clear,"Electricity, Security",22,Bank,40.05,40.0,Stable,-7.98,Low,2026-08-31
PROP016198,Delhi,28.456359,77.257329,149204.85,Commercial Plot,Semi-Urban,NA,18,8321.76,1160084543.04,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Road Access, Electricity",74,Builder,51.32,81.25,Increasing,7.12,Low,2026-07-10
PROP016199,Vadodara,22.383174,73.164509,224618.47,Land Bank,Rural,NA,7,770.76,182119730.21,Yes,No,Yes,No,Freehold,Rent,Clear,Basic,36,Individual,45.09,20.0,Decreasing,-3.28,Low,2026-08-17
PROP016200,Surat,21.293634,72.907984,3185.56,Retail Space,Commercial,NA,9,13183.09,32589755.78,No,Yes,Yes,Yes,Leasehold,Rent,Disputed,"Signage, Security",58,Bank,79.29,100.0,Increasing,14.16,High,2026-07-26
PROP016201,Surat,21.223244,72.831938,127617.48,Development Land,Semi-Urban,NA,4,4635.27,618038001.36,Yes,No,No,Yes,Freehold,Rent,Clear,Basic,96,Builder,89.55,62.5,Increasing,17.84,High,2026-06-18
PROP016202,Kolkata,22.654842,88.404384,221096.25,Industrial Plot,Industrial Hub,NA,0,1832.34,368564925.71,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,"Electricity, Water Supply",170,Real Estate Agent,57.29,50.0,Stable,7.9,Low,2026-04-05
PROP016203,Mumbai,19.135105,72.89557,19327.71,Mixed-Use Property,Semi-Urban,NA,0,20000.0,297776882.58,Yes,Yes,Yes,Yes,Co-op,Buy,Mortgaged,Basic,49,Individual,57.29,81.25,Increasing,22.59,Low,2026-08-04
PROP016204,Jaipur,26.841181,75.930385,60430.54,Residential Plot,Rural,2 BHK,21,1006.12,64081591.34,No,No,Yes,Yes,Freehold,Rent,Clear,"Road Access, Electricity",78,NRI,94.82,25.0,Increasing,7.97,Medium,2026-07-06
PROP016205,Chennai,12.820954,80.392836,767669.52,Agricultural Land,Rural,NA,0,543.82,381471220.39,Yes,No,No,Yes,Freehold,Buy,Clear,Water Supply,143,Real Estate Agent,30.13,25.0,Stable,11.49,Low,2026-05-02
PROP016206,Hyderabad,17.312248,78.500769,1716.95,Retail Space,Commercial,NA,19,13247.86,20136874.85,Yes,Yes,Yes,Yes,Leasehold,Sell,Mortgaged,"Signage, Parking",145,Builder,75.72,100.0,Stable,4.12,Low,2026-04-30
PROP016207,Tirupur,11.072389,77.268203,89926.19,Industrial Space,Industrial Hub,NA,0,891.58,81078456.84,No,Yes,No,No,Leasehold,Rent,Clear,Basic,96,Builder,72.76,40.0,Increasing,14.61,Medium,2026-06-18
PROP016208,Jaipur,26.921663,75.88105,29817.99,Industrial Space,Industrial Hub,NA,23,994.54,31407149.16,Yes,No,Yes,Yes,Leasehold,Buy,Clear,Basic,40,Individual,58.32,50.0,Increasing,3.68,Low,2026-08-13
PROP016209,Chandigarh,30.701196,76.731823,95130.51,Residential Plot,Urban,5+ BHK,6,5335.59,515459735.78,No,Yes,Yes,Yes,Freehold,Sell,Clear,"Road Access, Water Supply",10,Builder,99.52,93.75,Increasing,15.16,High,2026-09-12
PROP016210,Ahmedabad,23.24865,72.446169,10238.32,Warehouse,Industrial Hub,NA,21,830.8,7965393.25,Yes,No,Yes,No,Freehold,Sell,Clear,"Electricity, Water Supply",96,NRI,61.53,50.0,Stable,3.58,Low,2026-06-18
PROP016211,Tirunelveli,8.745027,77.64744,56687.53,Industrial Space,Industrial Hub,NA,4,611.44,32856206.84,No,Yes,No,Yes,Freehold,Buy,Clear,Basic,32,Individual,51.31,50.0,Increasing,11.73,Low,2026-08-21
PROP016212,Mysore,12.217797,76.621492,151268.56,Commercial Plot,Semi-Urban,NA,0,4717.91,653106732.64,No,Yes,No,Yes,Freehold,Buy,Clear,"Road Access, Electricity",140,NRI,79.4,50.0,Stable,12.71,High,2026-05-05
PROP016213,Salem,11.645953,78.148927,122474.99,Commercial Plot,Urban,NA,0,4909.57,594064369.28,Yes,Yes,No,Yes,Freehold,Buy,Clear,Electricity,85,Individual,69.83,75.0,Increasing,14.81,Medium,2026-06-29
PROP016214,Lucknow,26.821844,81.004989,383323.58,Industrial Plot,Industrial Hub,NA,7,1366.54,548733903.7,No,Yes,No,No,Freehold,Buy,Clear,"Water Supply, Road Access",95,Builder,46.3,40.0,Increasing,12.01,Low,2026-06-19
PROP016215,Chennai,12.869841,80.273213,163585.72,Development Land,Urban,NA,11,6983.6,1219914197.68,Yes,Yes,No,Yes,Leasehold,Lease,Clear,Basic,77,Bank,70.71,93.75,Increasing,17.14,Medium,2026-07-07
PROP016216,Chandigarh,30.78123,76.782917,43414.96,Residential House,Urban,4 BHK,6,9938.77,393522739.67,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,"Water Supply, Park",34,NRI,74.46,93.75,Increasing,12.69,Medium,2026-08-19
PROP016217,Tirunelveli,8.70215,77.695503,4743.11,Office Space,Commercial,NA,21,3163.99,14047794.78,Yes,Yes,Yes,No,Freehold,Buy,Clear,"WiFi, AC",9,Real Estate Agent,91.44,100.0,Increasing,6.43,Medium,2026-09-13
PROP016218,Hyderabad,17.341503,78.453541,46272.47,Mixed-Use Property,Semi-Urban,NA,0,10320.17,516329417.81,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,14,Builder,77.98,81.25,Increasing,15.13,High,2026-09-08
PROP016219,Hyderabad,17.440539,78.554191,49744.66,Commercial Space,Commercial,NA,0,16009.46,781214880.9,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Parking, Elevator, Security",90,Individual,64.33,100.0,Increasing,21.77,Medium,2026-06-24
PROP016220,Pune,18.425812,73.894907,4351.47,Commercial Plot,Semi-Urban,NA,9,6877.55,32390843.54,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Road Access,53,Real Estate Agent,50.62,81.25,Stable,3.58,Low,2026-07-31
PROP016221,Mysore,12.262264,76.64116,56424.14,Mixed-Use Property,Semi-Urban,NA,21,3010.01,176877177.39,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,93,Builder,43.23,50.0,Increasing,6.18,Low,2026-06-21
PROP016222,Madurai,10.001279,78.272909,85957.18,Industrial Space,Industrial Hub,NA,22,540.96,43844495.41,No,Yes,No,Yes,Freehold,Sell,Clear,Basic,105,Builder,49.0,40.0,Increasing,0.55,Low,2026-06-09
PROP016223,Tirunelveli,8.719338,77.754199,209772.03,Development Land,Urban,NA,2,2160.41,458676105.9,No,No,Yes,Yes,Freehold,Buy,Clear,Basic,64,NRI,54.16,93.75,Increasing,18.54,Low,2026-07-20
PROP016224,Tirupur,11.151214,77.367476,18363.54,Industrial Space,Industrial Hub,NA,18,611.27,10860651.81,Yes,No,No,Yes,Freehold,Buy,Clear,Basic,40,Individual,54.59,40.0,Increasing,4.55,Low,2026-08-13
PROP016225,Mumbai,19.08412,72.895372,48014.73,Residential House,Semi-Urban,1 BHK,27,7085.69,231145184.92,Yes,Yes,No,Yes,Leasehold,Sell,Disputed,"Parking, Electricity, Water Supply, Swimming Pool, Security, Gym",165,Bank,89.95,81.25,Stable,3.19,Low,2026-04-10
PROP016226,Jaipur,26.997693,75.761919,52803.59,Warehouse,Industrial Hub,NA,14,813.59,46976369.05,No,Yes,No,Yes,Freehold,Sell,Clear,Water Supply,259,Real Estate Agent,55.6,50.0,Decreasing,-6.38,Low,2026-01-06
PROP016227,Madurai,10.085415,78.146077,479328.79,Agricultural Land,Rural,NA,26,77.69,33910631.77,No,No,No,Yes,Leasehold,Rent,Clear,Road Access,33,Builder,35.85,20.0,Decreasing,-15.86,Low,2026-08-20
PROP016228,Mysore,12.327213,76.605153,52714.1,Mixed-Use Property,Rural,NA,0,2311.99,130504864.32,Yes,No,No,Yes,Freehold,Buy,Clear,Basic,124,Real Estate Agent,53.87,20.0,Decreasing,3.03,Low,2026-05-21
PROP016229,Mysore,12.378985,76.709683,145485.01,Warehouse,Industrial Hub,NA,10,987.44,145556987.52,Yes,Yes,No,Yes,Freehold,Sell,Clear,"Electricity, Water Supply",84,Builder,59.31,40.0,Increasing,12.33,Low,2026-06-30
PROP016230,Mangalore,12.896351,74.726828,56499.91,Development Land,Urban,NA,0,6027.61,333530587.34,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,6,NRI,83.91,75.0,Increasing,17.67,High,2026-09-16
PROP016231,Kochi,9.912929,76.263691,286267.31,Land Bank,Rural,NA,0,856.02,252896057.8,Yes,No,Yes,No,Leasehold,Sell,Clear,Basic,36,Bank,29.78,25.0,Stable,6.79,Low,2026-08-17
PROP016232,Tirunelveli,8.735714,77.759848,10042.67,Office Space,Commercial,NA,0,4156.93,42298548.5,No,Yes,Yes,Yes,Freehold,Buy,Clear,AC,11,Builder,86.9,100.0,Increasing,18.69,High,2026-09-11
PROP016233,Gurgaon,28.322255,77.064848,39960.88,Residential House,Semi-Urban,2 BHK,12,8675.27,277968401.78,Yes,Yes,Yes,Yes,Leasehold,Buy,Mortgaged,"Security, Parking, Park, Gym, Swimming Pool",54,Builder,72.53,81.25,Stable,6.41,Medium,2026-07-30
PROP016234,Mangalore,12.839344,74.850353,154101.52,Development Land,Rural,NA,0,1888.6,226176347.13,Yes,Yes,No,Yes,Freehold,Sell,Mortgaged,Basic,135,Real Estate Agent,75.22,20.0,Decreasing,-1.04,Low,2026-05-10
PROP016235,Kolkata,22.445737,88.397521,36231.96,Mixed-Use Property,Urban,NA,21,6218.87,240064862.04,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Basic,61,Bank,60.6,93.75,Stable,1.9,Low,2026-07-23
PROP016236,Vadodara,22.343658,73.172545,25193.69,Office Space,Commercial,NA,6,10416.39,262755987.98,No,Yes,Yes,Yes,Freehold,Buy,Clear,Elevator,20,NRI,58.84,80.0,Increasing,18.1,Low,2026-09-02
PROP016237,Ahmedabad,23.072976,72.580164,6866.1,Residential Plot,Urban,4 BHK,0,7402.65,52474125.04,No,No,Yes,Yes,Freehold,Buy,Clear,Water Supply,18,Individual,69.79,93.75,Increasing,18.26,Medium,2026-09-04
PROP016238,Jaipur,26.991159,75.975738,129733.93,Commercial Plot,Urban,NA,2,9696.15,1153564081.62,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Electricity, Road Access",36,NRI,81.19,93.75,Increasing,15.33,High,2026-08-17
PROP016239,Aurangabad,19.996788,75.448591,724006.85,Agricultural Land,Rural,NA,9,126.49,90571253.22,Yes,No,Yes,No,Leasehold,Buy,Clear,Road Access,110,Bank,29.39,20.0,Stable,3.6,Low,2026-06-04
PROP016240,Indore,22.798472,75.845444,15930.77,Industrial Plot,Industrial Hub,NA,23,952.07,16122925.91,No,No,Yes,No,Freehold,Buy,Clear,"Water Supply, Road Access",118,Real Estate Agent,36.69,40.0,Stable,-5.74,Low,2026-05-27
PROP016241,Tirupur,11.099342,77.356925,506.52,Office Space,Commercial,NA,12,4302.83,1526018.66,No,Yes,No,Yes,Freehold,Buy,Disputed,WiFi,116,Individual,84.1,80.0,Stable,1.48,Low,2026-05-29
PROP016242,Tirunelveli,8.789854,77.665984,140480.01,Mixed-Use Property,Urban,NA,6,3027.78,330484131.34,Yes,Yes,Yes,Yes,Freehold,Buy,Disputed,Basic,51,NRI,56.5,93.75,Increasing,15.99,Low,2026-08-02
PROP016243,Salem,11.594939,78.278412,7338.65,Commercial Plot,Semi-Urban,NA,0,3179.09,21246183.92,No,Yes,Yes,Yes,Leasehold,Buy,Clear,Road Access,89,Bank,82.07,50.0,Increasing,13.58,High,2026-06-25
PROP016244,Surat,21.179899,72.898809,26902.44,Farm House,Semi-Urban,4 BHK,9,2624.06,71860636.3,Yes,No,Yes,Yes,Freehold,Buy,Clear,Security,161,Builder,41.27,62.5,Stable,1.84,Low,2026-04-14
PROP016245,Visakhapatnam,17.638816,83.241241,151728.03,Warehouse,Industrial Hub,NA,2,824.66,120807259.07,Yes,Yes,Yes,No,Freehold,Sell,Clear,Security,81,NRI,52.79,40.0,Stable,4.65,Low,2026-07-03
PROP016246,Mumbai,19.002772,72.873227,77239.96,Land Bank,Rural,NA,3,2521.23,183769564.32,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,157,Individual,41.41,32.5,Decreasing,-1.44,Low,2026-04-18
PROP016247,Chandigarh,30.760302,76.758173,63670.38,Land Bank,Urban,NA,4,4833.99,316617080.65,Yes,Yes,Yes,Yes,Co-op,Sell,Clear,Basic,33,Builder,44.11,93.75,Increasing,13.71,Low,2026-08-20
PROP016248,Kochi,10.077818,76.309144,204761.75,Land Bank,Semi-Urban,NA,8,2290.55,444546363.63,No,No,No,No,Leasehold,Buy,Clear,Basic,129,Bank,46.17,62.5,Decreasing,-7.34,Low,2026-05-16
PROP016249,Kolkata,22.434624,88.420002,48565.61,Commercial Space,Commercial,NA,2,11097.91,540907203.32,Yes,Yes,Yes,No,Freehold,Sell,Clear,"Parking, Security",16,Builder,67.26,100.0,Increasing,22.57,Medium,2026-09-06
PROP016250,Lucknow,26.877373,81.062281,126958.58,Land Bank,Semi-Urban,NA,2,1501.05,177385953.47,Yes,No,No,Yes,Leasehold,Buy,Clear,Basic,12,Real Estate Agent,33.65,50.0,Increasing,12.1,Low,2026-09-10
PROP016251,Ahmedabad,23.150784,72.457967,26337.33,Commercial Space,Commercial,NA,5,13329.87,344755753.34,No,Yes,Yes,Yes,Leasehold,Buy,Clear,"Elevator, WiFi, Parking",86,Bank,56.72,100.0,Stable,9.07,Low,2026-06-28
PROP016252,Gurgaon,28.344068,77.154615,177306.01,Industrial Plot,Industrial Hub,NA,0,4166.35,803698887.63,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Road Access,134,Real Estate Agent,69.09,65.0,Stable,11.8,Medium,2026-05-11
